mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.0075779914855958,0.3520244036596098,0.04052867889404297,0.0017107711983971314,14,0.8,1,9,320,"{'max_depth': 14, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 9, 'n_estimators': 320}",-1.2995425335715947,-1.048730924384832,-1.0282879385378438,-0.8043127417911629,-0.6032621116601881,-0.9568272499891242,0.23633690495930942,36
0.9160232067108154,0.1927494370459286,0.07304902076721191,0.005430792294751491,14,log2,3,8,630,"{'max_depth': 14, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 630}",-1.2193811845630542,-0.9790413934277121,-0.9660734066093368,-0.8041729206604828,-0.5717014964039504,-0.9080740803329073,0.21412816756367814,9
2.6010342121124266,0.9563826220003346,0.07772302627563477,0.015816734068508587,18,1.0,3,7,608,"{'max_depth': 18, 'max_features': 1.0, 'min_samples_leaf': 3, 'min_samples_split': 7, 'n_estimators': 608}",-1.141471693129077,-1.059502270441068,-1.0404213906894328,-0.8188303155638531,-0.5884589942094971,-0.9297369328065856,0.2013418038651377,30
2.0860886573791504,0.5308011744899255,0.07012486457824707,0.005802932733078255,9,0.8,2,7,685,"{'max_depth': 9, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 685}",-1.1931930568008235,-1.0027466401957799,-1.0085745114835167,-0.7972927773428837,-0.5752503526110315,-0.915411467686807,0.21124914463992825,16
1.5484882831573485,0.2308949694968144,0.060504484176635745,0.0073224584589418155,8,0.8,2,7,552,"{'max_depth': 8, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 552}",-1.193863350979624,-0.9863192228810187,-1.0064672756420079,-0.7966706437634593,-0.5668213433207405,-0.9100283673173701,0.21275530096426795,10
1.536983585357666,0.29708645449698834,0.11460609436035156,0.03486021539589227,19,sqrt,1,11,775,"{'max_depth': 19, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 11, 'n_estimators': 775}",-1.24422031391766,-1.0165243795198027,-1.0063667732007513,-0.8017905041918804,-0.5949067322033537,-0.9327617406066897,0.21942643179936577,31
2.771945285797119,0.9596835501615559,0.09305047988891602,0.008288850593923279,23,0.6,3,5,804,"{'max_depth': 23, 'max_features': 0.6, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 804}",-1.1767924559428058,-1.030731490799028,-1.0265673491298537,-0.8027673721269807,-0.5734885847085768,-0.9220694505414491,0.21135404667137966,24
1.111886692047119,0.26166616115350755,0.043538808822631836,0.0040176861961630705,10,1.0,3,8,320,"{'max_depth': 10, 'max_features': 1.0, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 320}",-1.150682142858217,-1.0283332737110025,-1.0185018487556834,-0.8003981508897857,-0.569726128312033,-0.9135283089053443,0.20564043231068493,14
1.305801773071289,0.20422055936868594,0.07446517944335937,0.005325104092542302,16,log2,1,3,645,"{'max_depth': 16, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 645}",-1.2036346300535,-1.0019104354254431,-0.9976348815793225,-0.7936662048263309,-0.577573741681509,-0.914883978713221,0.21272996942366043,15
2.094890308380127,0.5902986859997349,0.0783318042755127,0.007495918208006109,9,0.8,3,8,727,"{'max_depth': 9, 'max_features': 0.8, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 727}",-1.1641100182932769,-1.0156557502930814,-1.0074879389481657,-0.79012952709268,-0.5628310679145269,-0.9080428605083462,0.20981657842639995,8
2.6944238185882567,0.806188673198759,0.09235730171203613,0.010073147791280372,15,0.6,2,2,861,"{'max_depth': 15, 'max_features': 0.6, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 861}",-1.1960704759613408,-1.012500420549212,-1.0208195010684904,-0.7944371673459499,-0.5798978903614174,-0.9207450910572821,0.2127761741437734,23
3.5818551540374757,1.3001076814702783,0.11969971656799316,0.05697557616896547,15,0.8,2,7,865,"{'max_depth': 15, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 865}",-1.202382595341844,-1.0451292523536835,-1.0287727397153739,-0.8084021877538309,-0.5888216480647909,-0.9347016846459045,0.21367322887216839,32
3.6917640209197997,1.298952848525446,0.10037956237792969,0.019343190940704972,17,0.8,2,3,855,"{'max_depth': 17, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 855}",-1.1815864337742243,-1.019639956078334,-1.0337626634384363,-0.8098694020464849,-0.5946156303803382,-0.9278948171435635,0.20444540722860363,28
1.1778233528137207,0.15450642349609678,0.06326775550842285,0.004299424472094087,9,log2,2,5,569,"{'max_depth': 9, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 569}",-1.210162915187373,-0.9532682823246172,-0.9590565278255304,-0.8053847620843243,-0.5675082694376228,-0.8990761513718935,0.21072481771016835,2
2.9851982593536377,1.0856643520198097,0.07419013977050781,0.005566946973723738,23,0.8,1,9,637,"{'max_depth': 23, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 9, 'n_estimators': 637}",-1.2980337366566224,-1.067771845934956,-1.0470727659779764,-0.8190146181025355,-0.6227672970115218,-0.9709320527367223,0.2308542698144519,40
