mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.9934039115905762,0.37330859394922955,0.042286252975463866,0.0056112681591419635,10,0.8,1,8,306,"{'max_depth': 10, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 306}",-2.0884120379533306,-1.510700118970135,-1.4777504480928816,-1.4177025274575137,-1.1734387371860193,-1.5336007739319761,0.3015321985552583,9
1.221691656112671,0.502396236461614,0.04962091445922852,0.013965535891785088,11,1.0,1,8,321,"{'max_depth': 11, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 321}",-2.053173691655595,-1.4703330116537274,-1.4294795941891827,-1.3497018972283097,-1.092251652425409,-1.4789879694304449,0.31575151574503624,3
1.2914525985717773,0.24862646777883984,0.07338857650756836,0.007437632821502436,6,0.7,3,9,572,"{'max_depth': 6, 'max_features': 0.7, 'min_samples_leaf': 3, 'min_samples_split': 9, 'n_estimators': 572}",-2.2339562625732015,-1.725719768838736,-1.7550626180687514,-1.7674492776667405,-1.5273894962476395,-1.8019154846790137,0.23290025750757,12
1.242248249053955,0.22383788078234798,0.0784830093383789,0.008830944191970114,7,0.7,2,6,543,"{'max_depth': 7, 'max_features': 0.7, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 543}",-2.163630622165547,-1.665881996651796,-1.6571831159967483,-1.653943924267411,-1.4138870311817433,-1.7109053380526489,0.24549453703310717,11
0.8308156490325928,0.0775965520426895,0.05815534591674805,0.0034906864586394955,15,log2,4,5,476,"{'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 476}",-2.759686140509736,-2.297239943614296,-2.2385264968003917,-2.25912773026512,-2.1205784164656083,-2.3350317455310305,0.22037444878212925,21
0.7980173587799072,0.13191004591514272,0.0766718864440918,0.02055696199945488,4,0.8,2,7,452,"{'max_depth': 4, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 452}",-2.367497646059323,-1.8924996704245185,-1.9832566100947393,-2.0281090038832312,-1.8328743302429291,-2.020847452140948,0.1862467213728669,13
0.374552583694458,0.06456678345746153,0.04046478271484375,0.005608806644759895,15,sqrt,1,4,258,"{'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 258}",-2.5574817973472213,-2.077374402486364,-2.0470187903647563,-2.0358171471340216,-1.870342297417239,-2.1176068869499205,0.2314824432904483,14
1.5622496128082275,0.4193158487129846,0.09805636405944824,0.007476996453768481,18,log2,4,5,899,"{'max_depth': 18, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 899}",-2.7631337903000137,-2.276132715716379,-2.2280721056447117,-2.223368109004553,-2.0589550820813773,-2.309932360549407,0.23820915901981363,19
1.1519317150115966,0.4375189224476811,0.0573000431060791,0.007628181187289658,19,0.7,4,8,443,"{'max_depth': 19, 'max_features': 0.7, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 443}",-2.06629054476876,-1.5183598042570958,-1.4629584541076326,-1.3876473706008272,-1.1500674024038477,-1.5170647152276326,0.30199803088538557,8
1.4754690170288085,0.30619571513794697,0.09587931632995605,0.012006273877177544,19,sqrt,3,6,846,"{'max_depth': 19, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 846}",-2.6353501008372113,-2.1456963246206318,-2.07140419434375,-2.0424918881999345,-1.880801565243907,-2.155148814649087,0.25520728147437716,16
0.9895974159240722,0.12475803325081758,0.06611499786376954,0.002137469325216255,8,sqrt,3,3,587,"{'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 587}",-2.744915912660403,-2.3057335172744153,-2.3485993134732523,-2.3951756683941303,-2.3046000009225405,-2.4198048825449483,0.1659267635335297,23
1.9057236671447755,0.6149814237018308,0.071846342086792,0.014108011536449593,12,0.8,2,3,545,"{'max_depth': 12, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 545}",-2.020668099409601,-1.448639971826632,-1.4222237570348986,-1.3408400673350274,-1.0974783493268776,-1.4659700489866074,0.30375899716821764,2
0.9758206367492676,0.16939462477209047,0.06960473060607911,0.004925830399164814,8,log2,4,5,566,"{'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 566}",-2.8230396012471073,-2.402607780689706,-2.4507083520500443,-2.5127981572462206,-2.440926002745996,-2.526015978795815,0.15266883711526757,24
0.7414155006408691,0.3151217958722544,0.03520808219909668,0.005066204436820828,15,0.8,1,9,234,"{'max_depth': 15, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 9, 'n_estimators': 234}",-2.089630408989399,-1.4791605631085853,-1.4608191119971041,-1.3752437656462202,-1.1028538990868617,-1.501541549765634,0.32339162169787167,6
0.9677127838134766,0.13259467658274052,0.06810855865478516,0.004131911276656225,17,sqrt,4,3,587,"{'max_depth': 17, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 3, 'n_estimators': 587}",-2.6842811839871197,-2.180241069816557,-2.1192634623953563,-2.093809761353779,-1.937559236990671,-2.2030309429086965,0.253591268299375,17
